koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_model_snr
CANDIDATE,9.33955596,0.985,2.058,2.45E+02,2.67,10.1
FALSE POSITIVE,21.993112,1.249,8.616,1.02E+03,23.21,37.3
CANDIDATE,19.5489666,0.83,1.78,5.24E+02,1.89,12.6
CANDIDATE,7.41834569,0.049,2.462,2.34E+02,1.12,11.2
FALSE POSITIVE,27.6853358,0.897,4.661,1.66E+03,3.11,49.3
CONFIRMED,35.6225528,0.261,4.845,6.51E+02,2.24,9.6
FALSE POSITIVE,7.1403113,0.786,5.891,1.12E+02,1.18,11.8
FALSE POSITIVE,2.69487041,0.554,2.553,6.21E+01,0.97,10.3
CONFIRMED,112.303136,0.248,5.869,5.02E+02,1.3,13.1
CANDIDATE,92.461135,0.083,14.344,1.22E+02,2.86,20.7
FALSE POSITIVE,49.5387264,1.223,2.238,7.41E+02,20.52,10.3
FALSE POSITIVE,3.39155966,0.182,3.87,2.84E+01,0.49,8.2
CANDIDATE,9.2294726,0.076,2.446,1.99E+02,0.82,7.5
FALSE POSITIVE,1.33254897,0.241,3.083,5.92E+02,32.84,16.2
CANDIDATE,18.3721835,0.78,3.738,1.53E+02,1.12,9.5
FALSE POSITIVE,18.2260472,0.378,3.664,3.61E+02,1.85,10
FALSE POSITIVE,0.630539713,1.2,1.7407,2.40E+02,21.07,27.7
CANDIDATE,17.99562529,1.2379,0.871,1.07E+03,28.98,12.1
FALSE POSITIVE,1.018347376,0.654,4.386,4.78E+01,1.92,33.3
FALSE POSITIVE,0.659299289,1.2873,0.6908,1.12E+03,30.54,108.6
FALSE POSITIVE,101.9743513,,2.34,,,
CANDIDATE,63.095068,1.05,9.485,4.97E+02,11.67,11.4
FALSE POSITIVE,4.45540935,,4.14,,,
FALSE POSITIVE,37.32483952,1.263,6.9676,4.99E+03,30.32,155.6
FALSE POSITIVE,25.951984,1.266,20.585,2.34E+03,36.8,131.4
CANDIDATE,21.7203362,0.311,4.252,8.78E+01,0.8,12
CONFIRMED,42.9136635,0.403,5.227,1.61E+02,3.19,18.2
FALSE POSITIVE,88.1804682,0.026,5.033,1.14E+03,2.78,17.5
CONFIRMED,177.668663,0.772,9.298,9.01E+02,2.32,12.7
FALSE POSITIVE,0.98041685,0.446,0.919,1.06E+02,0.75,8.8
CONFIRMED,92.263742,0.273,8.605,2.97E+02,2.22,12.2
CANDIDATE,6.64754478,0.235,1.961,2.89E+02,1.72,12.4
FALSE POSITIVE,1.23517588,0.625,5.476,2.33E+02,1.59,19.3
CANDIDATE,1.97650073,0.055,1.788,1.13E+02,0.97,10.4
CANDIDATE,3.79892774,0.13,4.112,4.70E+01,1.46,8.3
FALSE POSITIVE,0.416995408,0.089,0.8928,1.13E+02,0.84,19.9
CANDIDATE,14.7401061,0.116,5.637,2.38E+02,1.48,10.3
FALSE POSITIVE,256.52387,0.1065,9.07,1.26E+02,1.33,7.5
FALSE POSITIVE,3.0001191,0.635,6.61,7.70E+00,0.73,7.3
CONFIRMED,81.4160138,0.911,14.175,7.62E+02,4.63,54.3
CANDIDATE,4.7309013,0.362,2.889,2.29E+02,1.39,11.6
CANDIDATE,21.3761817,0.017,8.543,1.04E+02,1.08,12.1
CANDIDATE,6.58753699,0.132,2.043,2.32E+02,1.51,8.2
FALSE POSITIVE,8.5900471,0.098,3.463,1.37E+02,0.8,9.6
FALSE POSITIVE,357.82544,0.636,9.12,1.53E+02,1.7,11.1
CANDIDATE,30.8278245,0.023,4.214,6.41E+02,2.42,13.9
CONFIRMED,47.1607932,0.028,4.003,7.23E+02,2.58,13.6
CONFIRMED,49.2768448,0.022,3.787,1.13E+03,1.75,17.8
CONFIRMED,35.2330694,0.139,3.674,3.53E+02,0.97,14.5
FALSE POSITIVE,45.3965379,0.085,3.826,1.00E+03,1.97,15.3
FALSE POSITIVE,508.807642,0.016,4.495,2.13E+03,39.59,14.8
CANDIDATE,36.721576,0.097,7.758,5.38E+02,1.93,10.2
FALSE POSITIVE,362.69427,0.0774,9.7,4.40E+02,3.54,11
FALSE POSITIVE,370.35639,0.414,12.75,7.32E+02,2.82,13
CANDIDATE,96.81647,0.034,10.227,1.65E+02,3.19,25.9
FALSE POSITIVE,0.729724346,0.523,2.699,2.30E+01,0.51,14.3
CANDIDATE,3.51413723,0.9353,3.919,3.27E+01,0.69,11.2
CANDIDATE,4.96504981,0.655,2.212,5.07E+01,1.51,8.7
FALSE POSITIVE,0.821472455,0.2579,2.433,1.27E+02,0.92,11.3
FALSE POSITIVE,1.29019586,0.044,3.741,8.65E+01,0.78,11.1
CANDIDATE,1.141148847,0.062,1.629,7.31E+01,1.67,12.7
CANDIDATE,12.460565,0.015,3.903,1.44E+02,1.1,10.2
CANDIDATE,19.5945772,0.389,6.77,1.29E+02,1.18,8.8
FALSE POSITIVE,8.48032079,0.004,5.791,1.71E+02,0.95,14.7
CANDIDATE,409.87844,0.177,10.58,6.47E+02,2.72,8.7
FALSE POSITIVE,227.6258,0.2351,9.47,1.31E+02,1.79,8.8
CONFIRMED,18.1373788,0.945,3.844,3.11E+02,1.41,11.3
CONFIRMED,51.1104797,0.029,7.712,3.30E+02,1.6,21.9
CONFIRMED,47.9869119,0.873,5.342,8.59E+02,3.35,25.7
FALSE POSITIVE,359.047933,0.002,16.637,5.62E+03,7.76,91.1
FALSE POSITIVE,29.8042694,1.237,3.107,1.05E+03,24.73,17.9
CANDIDATE,7.08757462,0.371,3.342,1.87E+02,1.28,11
CANDIDATE,3.74318005,0.952,1.111,2.38E+02,1.75,10.5
CANDIDATE,5.4169303,1.055,7.512,1.10E+02,8.17,11.3
FALSE POSITIVE,1.003049079,0.568,7.9657,2.19E+05,42.5,1766.7
FALSE POSITIVE,0.933157032,1.046,2.614,8.78E+01,7.29,15.2
FALSE POSITIVE,37.1083458,0.612,4.112,3.67E+02,1.71,7.9
CANDIDATE,31.1920226,0.11,2.849,4.48E+02,1.65,11.6
FALSE POSITIVE,1.02104719,1.0867,6.39,2.46E+02,13.68,18.5
CANDIDATE,7.630545,0.021,3.63,3.65E+02,2.26,11.3
FALSE POSITIVE,12.083457,0.1069,3.536,3.13E+02,2.09,8.6
FALSE POSITIVE,401.5907,0.1752,14.77,1.15E+02,1.01,11.9
CANDIDATE,6.6716723,0.167,2.693,1.54E+02,1.27,10.3
FALSE POSITIVE,53.91278363,0.984,44.0504,2.17E+02,4.25,56.4
FALSE POSITIVE,1.23142395,0.187,2.186,1.96E+01,0.77,10.8
CANDIDATE,409.38645,0.0706,13.78,5.32E+02,1.78,10.3
FALSE POSITIVE,386.828262,0.953,5.045,1.02E+03,6.54,19.7
FALSE POSITIVE,15.8733803,0.919,7.4672,4.09E+03,8.15,136.5
FALSE POSITIVE,42.3991752,0.965,7.251,4.84E+02,3.23,36.9
FALSE POSITIVE,25.95198823,1.269,14.602,5.10E+03,39.94,125
FALSE POSITIVE,25.9522401,1.375,20.813,2.90E+03,42.91,90.5
FALSE POSITIVE,14.12809896,0.046,2.326,2.63E+02,1.6,20.3
CANDIDATE,17.7662938,0.909,3.079,1.81E+02,1.54,10.1
FALSE POSITIVE,13.6917833,0.142,4.198,1.45E+02,1.12,14.2
FALSE POSITIVE,25.95633,1.088,26.34,1.58E+02,9.75,11.9
CANDIDATE,11.56722589,0.242,2.507,3.74E+02,1.29,11.5
FALSE POSITIVE,0.572937573,0.7866,2.576,8.08E+01,1.57,32
CANDIDATE,631.56889,0.636,14.37,7.89E+02,3.13,20.7
FALSE POSITIVE,14.15849823,1.204,46.356,3.47E+02,90.09,225.1
FALSE POSITIVE,207.471349,0.3093,7.469,2.29E+02,1.57,8
FALSE POSITIVE,12.3748247,1.185,90.01,3.91E+02,81.01,85.7
CANDIDATE,4.31724247,0.252,4.126,5.90E+01,1.01,11.3
CANDIDATE,3.74099144,0.222,5.428,3.43E+01,1.85,12.3
CANDIDATE,302.779824,0.001,16.847,2.71E+02,1.31,12.3
FALSE POSITIVE,14.54178117,22.28,9.1151,1.44E+05,2722.92,768.9
FALSE POSITIVE,12.4261177,0.945,28.5357,1.23E+03,3.8,89.9
CANDIDATE,21.1876185,0.777,3.69,7.17E+01,0.79,8.5
FALSE POSITIVE,12.42560404,0.96,23.9402,4.59E+02,2.52,40.8
FALSE POSITIVE,30.9604688,1.208,14.992,4.61E+02,89.18,27.1
FALSE POSITIVE,1.041619932,1.237,8.1218,1.84E+03,30.94,374.1
FALSE POSITIVE,2.544594443,0.558,3.21373,3.49E+05,109.72,608.9
FALSE POSITIVE,56.40651043,0.625,18.4332,1.02E+05,21.93,1597.3
FALSE POSITIVE,7.964400574,1.121,4.4761,1.91E+05,61.54,879.2
FALSE POSITIVE,6.399101307,1.039,4.7439,8.33E+04,51.77,154.4
CONFIRMED,34.9168399,0.026,7.343,5.00E+02,2.39,15.4
FALSE POSITIVE,0.56678228,0.153,4.725,1.47E+02,0.88,15.1
FALSE POSITIVE,8.480303653,0.195,7.48907,8.14E+04,22.25,301.4
CANDIDATE,94.094392,0.32,10.833,4.66E+01,0.9,10.6
CONFIRMED,22.1270885,0.956,4.472,4.18E+02,3.94,12.6
FALSE POSITIVE,10.6784787,0.271,2.307,2.01E+02,1.12,9.4
CANDIDATE,25.3736543,0.265,2.619,3.73E+02,1.88,10.6
CANDIDATE,10.08535311,0.532,1.75,2.23E+02,1.45,10.7
FALSE POSITIVE,42.55926555,0.775,3.36626,2.08E+05,51.86,950
CANDIDATE,10.2856373,0.378,3.043,1.35E+02,1.24,10.4
FALSE POSITIVE,24.2157996,0.207,4.359,3.22E+02,1.58,13.6
CONFIRMED,44.2018402,0.348,4.949,2.36E+02,1.14,18.6
CANDIDATE,393.95608,0.614,13.89,4.82E+02,2.27,10.3
CONFIRMED,15.0330623,0.896,6.326,1.32E+02,2.18,14.9
CANDIDATE,34.7496038,0.984,4.548,2.27E+02,3.51,11.4
FALSE POSITIVE,12.62530918,1.151,3.163,3.94E+04,87.2,32.5
FALSE POSITIVE,124.9357674,0.542,7.5608,2.41E+05,49.34,332.8
FALSE POSITIVE,12.72029843,0.805,2.4599,2.84E+02,1.37,12.7
CANDIDATE,227.83457,0.56,21.59,1.55E+02,2.83,13.1
FALSE POSITIVE,119.6798032,0.527,32.1928,2.99E+05,193.91,5357.7
FALSE POSITIVE,6.399107136,0.245,5.21981,3.77E+05,59.15,4322.4
FALSE POSITIVE,8.480304281,0.235,7.46159,8.31E+04,65,5219.5
FALSE POSITIVE,117.6813778,0.433,12.7591,4.54E+04,45.43,2426.9
FALSE POSITIVE,17.72722648,0.381,4.1376,1.47E+05,35.18,922.1
FALSE POSITIVE,1.71024931,0.508,2.833,9.86E+01,1.2,9.4
FALSE POSITIVE,100.4013273,0.436,9.7436,5.38E+04,26,1331
FALSE POSITIVE,11.32028788,0.526,4.82219,2.43E+05,59.23,1539.9
FALSE POSITIVE,1.219034103,0.455,2.4494,9.57E+04,40.46,319.1
CANDIDATE,24.352541,0.505,2.782,3.49E+02,1.52,5.8
CONFIRMED,5.94228603,0.097,2.169,2.50E+02,1.23,7.5
CANDIDATE,382.30306,0.597,8.83,2.26E+02,4.05,9.6
CANDIDATE,58.1263775,0.016,4.018,2.72E+02,1.32,13.8
CANDIDATE,26.7575866,0.407,5.858,4.55E+02,2.28,17.7
FALSE POSITIVE,57.0599992,0.194,7.463,6.62E+04,22.31,751.5
CONFIRMED,14.5565618,0.031,4.554,1.04E+02,1.08,17.1
FALSE POSITIVE,0.837898153,0.071,2.104,2.69E+02,1.26,13.9
FALSE POSITIVE,0.603086711,1.251,1.0869,1.24E+03,36,170
CONFIRMED,41.7084063,0.671,8.567,3.30E+02,2.19,24.3
CANDIDATE,33.0257179,0.044,6.032,5.07E+02,2.21,12.2
FALSE POSITIVE,25.36699067,0.86,5.9556,1.51E+05,56.02,2206.5
FALSE POSITIVE,428.3217393,0.531,40.5992,3.17E+05,49.76,4594.8
FALSE POSITIVE,82.13761,1.221,6.11904,2.11E+05,197.85,3583.1
FALSE POSITIVE,3.06026014,0.675,2.545,5.99E+01,0.83,10.1
FALSE POSITIVE,24.0612744,0.461,19.9438,4.40E+05,83.77,1161.1
FALSE POSITIVE,66.36099916,0.486,20.0614,4.17E+05,61.42,1866.7
FALSE POSITIVE,8.939461148,0.558,6.19136,3.58E+05,153.32,2427.5
FALSE POSITIVE,135.5860768,0.549,5.54241,3.63E+05,89.83,6788.8
FALSE POSITIVE,18.79862195,0.524,7.4782,3.80E+05,55.07,551.3
FALSE POSITIVE,6.30828538,0.69,2.48633,1.14E+05,29.34,559.2
FALSE POSITIVE,4.80912667,0.471,7.9331,1.34E+05,44.3,1033.2
FALSE POSITIVE,2.33211505,1.747,2.96723,1.06E+05,140.22,997.8
CONFIRMED,0.53835407,0.334,1.5045,1.90E+02,1.67,46.6
FALSE POSITIVE,249.3621183,1.17,8.3559,3.58E+04,48.69,846.1
CANDIDATE,3.80675878,0.26,2.092,2.32E+02,2.75,10.4
FALSE POSITIVE,0.664727127,0.382,1.561,1.62E+01,0.46,7.6
CONFIRMED,9.5084871,0.143,4.372,9.79E+01,1.65,13.3
CANDIDATE,34.1086562,0.318,6.405,1.34E+02,1.95,11.7
CANDIDATE,47.0563327,0.361,4.807,7.62E+02,2.57,12.1
FALSE POSITIVE,179.8502233,,2.95,,,
CANDIDATE,10.0100312,0.07,1.35,3.76E+02,0.99,12.4
CONFIRMED,96.169569,0.049,7.496,8.95E+02,2.07,20
FALSE POSITIVE,1.55090374,0.817,3.028,1.13E+01,1.11,11.8
CANDIDATE,12.67143692,0.047,2.498,2.16E+02,0.76,13.7
CANDIDATE,60.32668824,0.974,1.6864,3.15E+03,4.98,57
CANDIDATE,2.63595435,0.005,1.309,9.37E+01,0.5,9.2
CONFIRMED,82.303914,0.859,15.404,7.37E+02,4.47,22.3
FALSE POSITIVE,131.9782774,0.58,7.14981,3.46E+05,147.83,3766.3
FALSE POSITIVE,0.789171236,0.417,1.734,7.34E+01,0.69,9
CONFIRMED,17.9346606,0.976,6.25,1.43E+02,2.8,18.8
FALSE POSITIVE,241.0707458,0.418,9.88863,7.03E+04,76.53,4257.4
FALSE POSITIVE,106.1759381,0.718,10.4168,1.65E+05,54.91,7056.8
FALSE POSITIVE,184.6467208,0.492,18.9869,4.10E+05,72.8,1113.2
FALSE POSITIVE,6.282033445,1.777,8.3777,1.82E+05,144.85,1178
FALSE POSITIVE,5.519188936,0.459,7.1351,2.17E+05,43.06,2270.6
CANDIDATE,5.3360574,0.006,3.877,5.47E+01,1.52,7
FALSE POSITIVE,4.818863794,0.486,6.2625,6.59E+04,51.32,2048.7
FALSE POSITIVE,178.2680204,1.135,5.86461,4.58E+04,34.07,961.4
FALSE POSITIVE,2.181555909,1.261,4.41739,8.54E+04,91.3,1548.2
FALSE POSITIVE,0.895276162,0.618,3.0518,3.19E+05,172.25,932.1
FALSE POSITIVE,244.8327497,1.047,4.37001,4.02E+04,38.3,733.5
CONFIRMED,30.4544418,0.929,6.896,4.72E+02,2.6,17.3
FALSE POSITIVE,10.26558924,0.663,3.879,2.55E+02,1.65,18.8
FALSE POSITIVE,18.9257333,1.155,6.149,1.89E+02,16.74,16.2
CANDIDATE,37.8862977,0.026,5.218,6.72E+02,2.09,14.4
CANDIDATE,10.54841329,1.017,1.872,1.03E+02,3.89,11.7
CANDIDATE,133.6348207,0.438,1.584,4.21E+02,1.89,10.8
FALSE POSITIVE,11.9615433,0.576,3.129,4.25E+02,2.24,12.4
CANDIDATE,32.510844,0.421,3.254,3.62E+02,2.62,12.6
FALSE POSITIVE,0.56683399,,0.75,,,
FALSE POSITIVE,62.12767713,1.158,5.25005,3.74E+04,38.61,990.3
FALSE POSITIVE,31.9730649,0.716,8.872,1.59E+02,1.09,15.6
CANDIDATE,10.90752977,0.147,2.764,1.86E+02,1.58,11.8
FALSE POSITIVE,143.1188694,0.703,16.8109,2.56E+05,53.3,1638
FALSE POSITIVE,76.81985465,0.728,5.16249,2.29E+05,46.61,2314.5
FALSE POSITIVE,165.40575,1.091,13.6363,6.64E+04,112.86,4958.6
FALSE POSITIVE,71.66191516,0.612,6.33708,3.24E+05,55.04,1804.1
FALSE POSITIVE,9.44942685,0.395,6.40303,4.89E+05,68.38,1246.3
FALSE POSITIVE,0.715802309,1.251,1.5586,2.21E+03,25.52,137.7
FALSE POSITIVE,70.58284717,0.882,8.81169,1.51E+05,50.88,2424
FALSE POSITIVE,2.995357359,0.843,6.57901,1.72E+05,112.12,1467.6
FALSE POSITIVE,3.840485025,1.189,2.8592,3.14E+04,39.38,259.4
FALSE POSITIVE,1.92027188,,2.65,,,
CANDIDATE,10.5226374,0.806,3.864,6.89E+01,1.08,8.9
FALSE POSITIVE,10.4433418,0.707,3.94077,1.45E+05,44.35,842.1
FALSE POSITIVE,4.75307877,0.019,2.35,9.33E+02,505.94,6.4
FALSE POSITIVE,19.51501329,0.692,4.59379,2.56E+05,53.03,1018.8
CONFIRMED,1.772451066,0.006,2.4592,7.92E+01,1.02,22.4
CONFIRMED,19.9158863,0.748,6.191,1.43E+02,1.41,28.3
FALSE POSITIVE,54.06132811,1.336,4.48223,7.97E+04,88.28,1012.2
FALSE POSITIVE,34.52599018,1.087,4.47294,6.72E+04,54.35,1008.1
CANDIDATE,494.485085,0.017,3.905,3.85E+02,5.03,13.9
FALSE POSITIVE,14.2821417,0.012,2.068,2.25E+02,1.08,8.7
FALSE POSITIVE,18.64532882,0.454,3.63893,4.34E+05,61.81,1256.8
FALSE POSITIVE,20.88212542,0.743,8.03365,2.33E+05,66.27,3506.5
CANDIDATE,14.0545718,0.121,4.066,2.74E+02,1.45,11.6
CONFIRMED,30.8609783,0.852,4.216,1.29E+02,1.08,17.8
FALSE POSITIVE,3.652810043,0.086,1.5132,1.19E+02,0.89,6
FALSE POSITIVE,15.65134872,1.267,4.1553,3.10E+03,118.33,81.6
CANDIDATE,6.86674226,0.405,4.216,4.72E+01,0.79,12.3
CONFIRMED,8.37159554,0.983,5.252,9.80E+01,2.39,16.6
FALSE POSITIVE,286.1755875,0.598,16.1025,3.29E+05,63.23,765.3
FALSE POSITIVE,152.151448,0.857,26.8612,1.52E+05,53.89,2163.4
FALSE POSITIVE,0.542636318,0.056,1.2536,7.46E+01,1.39,17.3
FALSE POSITIVE,29.91133406,0.559,7.26916,3.54E+05,47.83,1349.8
FALSE POSITIVE,5.877122485,0.547,4.71655,3.63E+05,125.68,1210.8
FALSE POSITIVE,10.63630585,0.398,5.17212,2.16E+05,64.91,1419
FALSE POSITIVE,2.1032389,1.209,6.4774,2.49E+04,36.63,625.1
FALSE POSITIVE,46.69820093,1.131,3.57049,5.46E+04,38.79,879
CONFIRMED,15.99560373,0.088,3.471,2.22E+02,1.04,20
FALSE POSITIVE,4.39451798,1.566,2.9527,2.24E+05,65.76,249.5
FALSE POSITIVE,25.9518795,1.259,21.569,1.31E+03,35.1,63.7
CANDIDATE,29.7681831,0.739,9.425,1.60E+02,3.98,13.2
FALSE POSITIVE,56.04809669,1.161,4.04427,5.37E+04,42.62,1003.7
FALSE POSITIVE,2.25161215,0.647,2.1,2.39E+01,1.14,9.2
CANDIDATE,36.7662364,0.164,3.305,5.80E+02,1.28,12.6
FALSE POSITIVE,50.35545898,0.159,5.51863,1.07E+05,31.66,1219.4
CONFIRMED,14.0328775,0.044,6.684,2.11E+02,1.45,11.8
CANDIDATE,13.2226149,0.943,4.337,2.62E+02,1.75,12.6
CANDIDATE,2.53742164,0.285,1.563,1.05E+02,0.93,12.8
FALSE POSITIVE,3.54828691,0.036,3.281,7.09E+01,1.69,9.9
CANDIDATE,62.596544,0.246,11.477,2.23E+02,2.25,15.5
FALSE POSITIVE,18.79852,0.936,4.795,4.87E+02,2.04,11.2
FALSE POSITIVE,156.516574,0.995,12.2259,1.13E+05,61.44,2016.1
FALSE POSITIVE,1.366946478,0.869,3.37701,1.59E+05,43.45,796.5
FALSE POSITIVE,313.0927507,0.395,14.3447,4.46E+05,47.52,1952.3
FALSE POSITIVE,0.566813677,0.449,2.458,6.12E+01,0.77,11.5
FALSE POSITIVE,157.3226394,0.888,21.9232,1.54E+05,56.66,1386.8
FALSE POSITIVE,9.53040216,0.6046,5.95809,3.22E+05,60.49,185.6
FALSE POSITIVE,4.218512654,0.767,3.62939,2.34E+04,16.67,699.9
FALSE POSITIVE,8.529991199,1.225,3.9954,2.01E+04,44.86,389.8
FALSE POSITIVE,3.47140045,,1.55,,,
FALSE POSITIVE,1.922862476,1.001,3.4594,1.01E+05,70.65,362.1
CONFIRMED,16.00747237,0.975,1.267,2.78E+02,2.99,14.7
CONFIRMED,54.6493679,0.018,7.962,4.33E+02,2.64,15.1
CONFIRMED,100.8276725,0.676,8.39,1.78E+03,4.35,36.7
CANDIDATE,15.5764061,0.565,5.382,2.57E+02,1.79,14.1
CANDIDATE,10.00506974,0.148,3.481,1.43E+02,1.11,11.4
FALSE POSITIVE,0.905675699,0.008,1.701,7.32E+01,0.77,10.2
CANDIDATE,36.2580749,0.786,5.917,3.80E+02,1.82,12.5
CANDIDATE,12.4326997,0.212,7.81,2.40E+02,1.88,11.5
CANDIDATE,30.9902997,0.397,9.454,3.22E+02,2.21,10.7
FALSE POSITIVE,15.9750417,1.211,3.549,6.44E+02,90.37,37.5
CONFIRMED,16.0505464,0.135,3.171,9.44E+01,0.81,14.6
FALSE POSITIVE,0.805267592,0.082,0.887,1.47E+02,1.35,9.8
FALSE POSITIVE,11.08262263,0.207,6.62584,2.69E+05,48.38,1725.6
FALSE POSITIVE,421.4284819,0.356,8.60447,9.67E+04,54.16,3162
FALSE POSITIVE,1.096587245,2.623,3.0287,5.41E+02,168.68,67.1
FALSE POSITIVE,3.012476415,0.708,3.31903,1.98E+05,58.77,2060.3
FALSE POSITIVE,204.7410476,0.596,20.5357,3.34E+05,97.39,2000.2
FALSE POSITIVE,0.759740194,0.497,3.252,4.25E+01,0.67,13.7
FALSE POSITIVE,4.664186517,0.29,4.0639,5.55E+05,278.81,445.7
FALSE POSITIVE,1.092066399,0.488,2.97608,4.02E+05,40.74,1160.6
FALSE POSITIVE,3.053578643,1.11,3.22884,5.29E+04,35.35,661.4
FALSE POSITIVE,2.992662857,0.001,2.5258,1.14E+05,60.35,296.8
FALSE POSITIVE,4.664188563,1.254,3.773,1.14E+04,52.09,272.6
FALSE POSITIVE,0.954873008,0.578,1.0613,3.30E+01,0.81,1.5
FALSE POSITIVE,0.56493412,0.691,2.57621,2.53E+05,33.4,1361.5
FALSE POSITIVE,1.674984844,0.731,4.92134,2.35E+05,150.48,858.8
CANDIDATE,35.8754482,0.026,3.972,3.67E+02,2.35,12.6
CONFIRMED,7.31945294,0.112,4.881,1.67E+02,5.05,16.3
CANDIDATE,35.8007112,0.043,8.219,4.17E+02,7.97,25
FALSE POSITIVE,0.790049989,0.185,2.794,7.08E+01,0.67,12.3
CANDIDATE,4.32710579,0.025,3.872,8.41E+01,3.58,9.5
FALSE POSITIVE,14.15402615,1.199,4.115,2.17E+04,29.61,23.9
FALSE POSITIVE,33.93754213,1.979,11.1677,3.30E+04,138.25,1112
CONFIRMED,20.7057153,0.922,9.678,1.16E+02,3.22,13.5
CANDIDATE,60.532988,0.618,7.086,4.68E+02,1.91,23.8
FALSE POSITIVE,3.7228679,0.8,9.557,5.21E+01,0.74,9.8
CONFIRMED,58.0198583,0.951,5.348,1.29E+03,3.46,66
CANDIDATE,15.0617835,0.114,6.31,1.97E+02,1.61,12.1
FALSE POSITIVE,4.286103033,0.544,2.6422,1.73E+05,25.8,397.1
FALSE POSITIVE,290.7778719,0.761,12.0525,2.26E+05,45.27,1836.8
FALSE POSITIVE,5.017239915,0.191,4.36126,1.45E+05,41.75,970.9
FALSE POSITIVE,0.937923475,0.515,3.164,4.04E+01,0.52,12
FALSE POSITIVE,204.0329342,0.49,17.5623,4.11E+05,57.35,884.9
FALSE POSITIVE,2.148219541,0.424,2.94091,4.58E+05,49.6,619.8
FALSE POSITIVE,58.62157882,0.896,8.52961,1.43E+05,40.43,1887.7
FALSE POSITIVE,3.125821128,1.269,2.2163,5.03E+03,110.58,245.2
FALSE POSITIVE,1.032068851,1.014,2.1344,1.22E+05,44.35,140
FALSE POSITIVE,6.6751871,0.251,2.372,1.78E+02,1.09,7
FALSE POSITIVE,1.450205839,1.236,3.6373,2.59E+04,92.78,419
FALSE POSITIVE,3.224486463,0.421,4.61686,4.04E+05,79.08,1905.1
FALSE POSITIVE,44.14579777,0.864,4.088,2.24E+05,62.24,434.9
FALSE POSITIVE,33.3239576,0.47,37.217,2.01E+03,2.55,173.7
CANDIDATE,17.9559673,0.979,6.237,1.37E+02,1.96,11.9
FALSE POSITIVE,0.94102954,0.119,4.415,3.45E+01,1.41,13.3
CANDIDATE,1.992812339,1.127,2.066,3.15E+02,6.81,16.8
FALSE POSITIVE,36.51437404,0.133,6.48255,1.12E+05,33.27,1701.1
CONFIRMED,39.818832,0.6,10.757,1.99E+02,2.23,29.4
CONFIRMED,25.4337864,0.232,6.514,3.02E+02,2,14.3
FALSE POSITIVE,67.451045,1.01,8.9387,7.06E+03,36.7,205.4
CANDIDATE,2.69339974,0.279,1.936,1.48E+02,1.04,8.7
CANDIDATE,10.43003118,0.283,2.029,1.20E+02,1.14,10.6
CANDIDATE,27.63714708,0.669,1.7277,7.36E+02,6.96,27.4
CANDIDATE,52.6095103,0.102,8.202,2.04E+02,1.83,15.3
CONFIRMED,198.7106251,0.026,8.638,2.09E+03,3.56,62.1
FALSE POSITIVE,15.8733806,3.454,8.0429,2.08E+05,630.53,978.2
CANDIDATE,50.563697,0.779,5.381,5.05E+01,1.57,6.8
FALSE POSITIVE,65.58366557,0.72,5.01216,2.42E+05,41.22,1649.5
FALSE POSITIVE,394.6781627,0.708,6.05443,2.53E+05,52.16,1500.7
FALSE POSITIVE,111.3198052,0.234,23.0078,6.27E+04,63.68,3433.7
FALSE POSITIVE,110.2951268,0.248,16.5339,1.76E+05,37.88,2084.3
FALSE POSITIVE,95.17831793,0.761,3.60125,1.29E+05,28.75,2279.1
CANDIDATE,31.2543238,0.019,5.662,4.38E+02,2.29,14.7
FALSE POSITIVE,61.4911479,0.681,9.745,5.87E+04,22.76,1421.7
CONFIRMED,110.2867031,0.675,4.427,1.45E+02,1.41,16.4
CANDIDATE,11.8061737,0.905,4.472,8.81E+01,2.87,10.1
CANDIDATE,6.15828666,0.595,6.329,5.77E+01,1.2,16.4
FALSE POSITIVE,10.82882574,0.137,0.7275,9.21E+01,0.76,4.8
CONFIRMED,82.292865,0.195,7.048,3.71E+02,1.82,13
CONFIRMED,92.436978,0.943,6.432,9.55E+02,2.89,17.8
CANDIDATE,65.427645,0.004,9.404,3.19E+02,1.65,15.6
FALSE POSITIVE,11.08260553,0.966,6.23,6.01E+02,7.34,51.3
FALSE POSITIVE,22.7832776,0.626,4.194,1.20E+02,1.33,18.2
FALSE POSITIVE,23.73795284,1.004,8.50818,9.59E+04,53.27,1221.2
FALSE POSITIVE,21.4618453,1.139,5.675,1.22E+02,19.89,13.4
FALSE POSITIVE,75.13194883,0.487,20.8729,1.22E+05,26.21,3625.5
CANDIDATE,369.069345,0.929,5.832,9.46E+02,3.07,11.7
FALSE POSITIVE,243.8212213,1.029,10.9312,5.68E+04,56.63,2804.3
FALSE POSITIVE,0.77459856,,2.71,,,
FALSE POSITIVE,16.22754867,0.795,5.08666,1.93E+05,46.52,1870
FALSE POSITIVE,47.189437,0.5357,11.555,3.71E+05,66.71,804
FALSE POSITIVE,1.501760172,0.518,5.85519,3.88E+05,90.92,2624
FALSE POSITIVE,4.05325447,15.329,4.0116,1.11E+05,1668.79,446.1
CANDIDATE,7.68433346,0.951,1.4346,1.18E+03,2.58,28.5
